Loosemorehanby,Gallagher,EffectiveNumberOfParties,EffectiveNumberOfPCAVars,Governability,Round,ENI,Entropy,SpatialSum,
0.235,0.141177193625599,4.54545454545455,2.38585615598631,0.233333333333333,1,1,-0.388139521741323,1.10000009666338,
0.383,0.24923884127479,2.38095238095238,2.44428430789182,0.5,1,1,-0.388139521741323,1.10000009666338,
0.25,0.173052015301758,3.57142857142857,1.92665383167825,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.365,0.28349779540589,1.21951219512195,1.33980044318573,1,1,1,-0.388139521741323,1.10000009666338,
0.342,0.193574275150393,3.57142857142857,1.89649841151139,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.251,0.144478372083852,2.94117647058824,1.75258824093855,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.518,0.401167047500165,1.21951219512195,1.83413779873719,1,1,1,-0.388139521741323,1.10000009666338,
0.427,0.301497927024383,1.85185185185185,1.68496546308858,1,1,1,-0.388139521741323,1.10000009666338,
0.49,0.377984126650842,1,1.77271185159578,1,1,1,-0.388139521741323,1.10000009666338,
0.436,0.328274275568464,1.72413793103448,2.40287141451485,1,1,1,-0.388139521741323,1.10000009666338,
0.24,0.175795335546766,2.17391304347826,1.81860244978542,1,1,1,-0.388139521741323,1.10000009666338,
0.419,0.282499557521777,1.72413793103448,1.4344056740669,1,1,1,-0.388139521741323,1.10000009666338,
0.287,0.191642897076829,2,1.8423104395494,0.5,1,1,-0.388139521741323,1.10000009666338,
0.374,0.242829158051499,1.72413793103448,1.34152563494624,1,1,1,-0.388139521741323,1.10000009666338,
0.468,0.344084291998342,1.47058823529412,1.62693097899955,1,1,1,-0.388139521741323,1.10000009666338,
0.318,0.211331493157078,2.77777777777778,2.364585681917,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.2,0.123357204896998,4.16666666666667,2.26228766945972,0.263888888888889,1,1,-0.388139521741323,1.10000009666338,
0.295,0.199744837229902,1.72413793103448,1.20298207783899,1,1,1,-0.388139521741323,1.10000009666338,
0.336,0.240973027536278,1.72413793103448,1.75248269749927,1,1,1,-0.388139521741323,1.10000009666338,
0.341,0.271744365166971,1.21951219512195,1.61419636040319,1,1,1,-0.388139521741323,1.10000009666338,
0.465,0.351212186576719,1.85185185185185,2.37491244000691,1,1,1,-0.388139521741323,1.10000009666338,
0.284,0.17221498192666,4.16666666666667,1.71168583438565,0.263888888888889,1,1,-0.388139521741323,1.10000009666338,
0.55,0.340693410561461,1.92307692307692,1.72371460267132,1,1,1,-0.388139521741323,1.10000009666338,
0.517,0.309401034258129,1.92307692307692,1.42743126100332,1,1,1,-0.388139521741323,1.10000009666338,
0.3,0.217034559460009,2.27272727272727,1.41613867083568,1,1,1,-0.388139521741323,1.10000009666338,
0.422,0.256785903039867,1.92307692307692,1.46845683405559,1,1,1,-0.388139521741323,1.10000009666338,
0.452,0.29451825070783,1.92307692307692,1.41291462576207,1,1,1,-0.388139521741323,1.10000009666338,
0.515,0.399848721393479,1,1.46769422793547,1,1,1,-0.388139521741323,1.10000009666338,
0.414,0.321175964231447,1.21951219512195,1.6620857281807,1,1,1,-0.388139521741323,1.10000009666338,
0.504,0.394241043018101,1.21951219512195,1.32230334733266,1,1,1,-0.388139521741323,1.10000009666338,
0.431,0.330608529835514,1.51515151515151,1.70451331876033,1,1,1,-0.388139521741323,1.10000009666338,
0.405,0.22488441475567,2.94117647058824,1.67296715839943,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.325,0.216055548412902,1.72413793103448,1.69511847185345,1,1,1,-0.388139521741323,1.10000009666338,
0.41,0.296919180923025,2.38095238095238,1.58987113344597,1,1,1,-0.388139521741323,1.10000009666338,
0.428,0.289656693345761,1.92307692307692,1.58283647099907,1,1,1,-0.388139521741323,1.10000009666338,
0.433,0.248598069179952,2.77777777777778,2.01807073608618,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.358,0.223224102641269,2.38095238095238,2.1650296735531,0.5,1,1,-0.388139521741323,1.10000009666338,
0.353,0.211645930742833,2,1.56136269140924,0.5,1,1,-0.388139521741323,1.10000009666338,
0.334,0.218297961511325,2.94117647058823,1.77349815621513,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.53,0.408115179820599,1.21951219512195,2.8874347619421,1,1,1,-0.388139521741323,1.10000009666338,
0.351,0.211293634546808,2,1.96735320819296,0.5,1,1,-0.388139521741323,1.10000009666338,
0.369,0.228766256252971,2.38095238095238,2.04259264558232,0.5,1,1,-0.388139521741323,1.10000009666338,
0.217,0.137338996646983,2.38095238095238,1.26603573029004,0.5,1,1,-0.388139521741323,1.10000009666338,
0.432,0.331965359638623,1.21951219512195,1.56371073839725,1,1,1,-0.388139521741323,1.10000009666338,
0.456,0.282968196092776,1.92307692307692,1.81829546263276,1,1,1,-0.388139521741323,1.10000009666338,
0.251,0.18004443895883,2.94117647058824,1.61590867702995,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.432,0.274308220802804,2.17391304347826,1.87153546341867,1,1,1,-0.388139521741323,1.10000009666338,
0.412,0.247630773531886,1.92307692307692,1.42637835478943,1,1,1,-0.388139521741323,1.10000009666338,
0.495,0.387564188232091,1.21951219512195,3.10751117429152,1,1,1,-0.388139521741323,1.10000009666338,
0.465,0.356470195107529,1.92307692307692,1.91417780796558,1,1,1,-0.388139521741323,1.10000009666338,
0.381,0.273095221488769,1.85185185185185,1.51947204396428,1,1,1,-0.388139521741323,1.10000009666338,
0.529,0.317864751112796,2,1.48595647721118,0.5,1,1,-0.388139521741323,1.10000009666338,
0.241,0.157981011517207,3.33333333333333,1.70476432110209,0.305555555555556,1,1,-0.388139521741323,1.10000009666338,
0.377,0.23249946236497,1.92307692307692,1.57715664365674,1,1,1,-0.388139521741323,1.10000009666338,
0.433,0.263125445367794,2.63157894736842,2.44247134212206,0.5,1,1,-0.388139521741323,1.10000009666338,
0.373,0.250613247854139,2.94117647058824,1.62675019142344,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.529,0.412487575570465,1.21951219512195,2.02149269335447,1,1,1,-0.388139521741323,1.10000009666338,
0.48,0.370166178898073,1.21951219512195,1.7280837594778,1,1,1,-0.388139521741323,1.10000009666338,
0.484,0.295123702877285,1.92307692307692,1.31283202454319,1,1,1,-0.388139521741323,1.10000009666338,
0.341,0.222589307919316,1.72413793103448,1.40026492084821,1,1,1,-0.388139521741323,1.10000009666338,
0.321,0.254829354667001,1.47058823529412,1.88208328646406,1,1,1,-0.388139521741323,1.10000009666338,
0.369,0.252234018324254,2.27272727272727,1.88665450246221,1,1,1,-0.388139521741323,1.10000009666338,
0.407,0.262741317649128,2.27272727272727,2.04305231223168,1,1,1,-0.388139521741323,1.10000009666338,
0.496,0.35964009787564,1.72413793103448,1.86267332152566,1,1,1,-0.388139521741323,1.10000009666338,
0.554,0.333435151116375,1.92307692307692,1.36395547550656,1,1,1,-0.388139521741323,1.10000009666338,
0.47,0.28591607160144,2.38095238095238,1.90766143546923,0.5,1,1,-0.388139521741323,1.10000009666338,
0.265,0.169935281798689,2.63157894736842,1.94675690438902,0.5,1,1,-0.388139521741323,1.10000009666338,
0.449,0.304573472252591,1.85185185185185,1.83419595749836,1,1,1,-0.388139521741323,1.10000009666338,
0.396,0.292931732661383,1.72413793103448,1.59520529554175,1,1,1,-0.388139521741323,1.10000009666338,
0.367,0.227953942716506,2,1.45243873162991,0.5,1,1,-0.388139521741323,1.10000009666338,
0.302,0.187459328922303,3.57142857142857,2.75555644728173,0.283333333333333,1,1,-0.388139521741323,1.10000009666338,
0.53,0.36810052974697,1.47058823529412,1.61900827328076,1,1,1,-0.388139521741323,1.10000009666338,
0.348,0.260952102884801,1.85185185185185,1.68400210958027,1,1,1,-0.388139521741323,1.10000009666338,
0.279,0.17889941307897,2.94117647058823,1.74618965870542,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.379,0.296742312453078,1.85185185185185,2.25452169780071,1,1,1,-0.388139521741323,1.10000009666338,
0.538,0.41553940848011,1.21951219512195,1.27518667726127,1,1,1,-0.388139521741323,1.10000009666338,
0.271,0.175342521939203,2,1.51418961749797,0.5,1,1,-0.388139521741323,1.10000009666338,
0.574,0.348374798170017,2,1.54730826058777,0.5,1,1,-0.388139521741323,1.10000009666338,
0.442,0.356074430421506,1,1.67136232672104,1,1,1,-0.388139521741323,1.10000009666338,
0.461,0.329734741875951,1.85185185185185,1.80509336855734,1,1,1,-0.388139521741323,1.10000009666338,
0.308,0.235815605929718,3.125,2.50069064805319,0.65,1,1,-0.388139521741323,1.10000009666338,
0.342,0.216182793024792,2.63157894736842,1.41391464167125,0.5,1,1,-0.388139521741323,1.10000009666338,
0.4,0.274228007322374,2.38095238095238,1.40399122950113,1,1,1,-0.388139521741323,1.10000009666338,
0.369,0.281765860245701,2.38095238095238,2.17934111504439,1,1,1,-0.388139521741323,1.10000009666338,
0.381,0.300266548253381,1.51515151515151,1.31784736647861,1,1,1,-0.388139521741323,1.10000009666338,
0.265,0.166198676288351,2.63157894736842,2.42486143586055,0.5,1,1,-0.388139521741323,1.10000009666338,
0.343,0.262859277941639,1.85185185185185,1.5526435149608,1,1,1,-0.388139521741323,1.10000009666338,
0.39,0.303823962188633,1.21951219512195,1.18832285816639,1,1,1,-0.388139521741323,1.10000009666338,
0.294,0.226199027407281,1.47058823529412,1.25660706018818,1,1,1,-0.388139521741323,1.10000009666338,
0.382,0.226892044814268,2.38095238095238,2.77299843339045,0.5,1,1,-0.388139521741323,1.10000009666338,
0.243,0.160505451620809,2.77777777777778,1.51613761594015,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.221,0.152545075305629,3.84615384615385,2.04771024145613,0.319444444444444,1,1,-0.388139521741323,1.10000009666338,
0.341,0.251031870486598,1.72413793103448,1.32315127409808,1,1,1,-0.388139521741323,1.10000009666338,
0.286,0.176621063296539,3.33333333333333,2.40111517152615,0.305555555555555,1,1,-0.388139521741323,1.10000009666338,
0.451,0.341168580030459,1.85185185185185,2.49687799657437,1,1,1,-0.388139521741323,1.10000009666338,
0.421,0.332188199670006,1.21951219512195,1.23719199645558,1,1,1,-0.388139521741323,1.10000009666338,
0.304,0.189116366293349,2.77777777777778,1.58894903107978,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.332,0.207540357521134,2.38095238095238,2.40287066473263,0.5,1,1,-0.388139521741323,1.10000009666338,
0.481,0.368391096526504,1.21951219512195,1.68192064380901,1,1,1,-0.388139521741323,1.10000009666338,
0.449,0.335718632190708,1.47058823529412,1.88833840330333,1,1,1,-0.388139521741323,1.10000009666338,
0.298,0.181358760472165,3.33333333333333,2.09249975280058,0.305555555555556,1,1,-0.388139521741323,1.10000009666338,
0.353,0.278415157633344,1.47058823529412,1.34049390004574,1,1,1,-0.388139521741323,1.10000009666338,
0.443,0.313215580710794,1.85185185185185,1.62985985853436,1,1,1,-0.388139521741323,1.10000009666338,
0.402,0.304448682046745,1.85185185185185,1.66196948067154,1,1,1,-0.388139521741323,1.10000009666338,
0.489,0.340722761200364,1.47058823529412,1.48299462147649,1,1,1,-0.388139521741323,1.10000009666338,
0.355,0.261730777708698,3.125,1.86760232184461,0.649999999999999,1,1,-0.388139521741323,1.10000009666338,
0.375,0.293455277682989,1.21951219512195,1.35939036638781,1,1,1,-0.388139521741323,1.10000009666338,
0.34,0.217320040493278,2.17391304347826,1.35648114842809,1,1,1,-0.388139521741323,1.10000009666338,
0.245,0.156422504774729,4.16666666666667,2.77076378914038,0.263888888888889,1,1,-0.388139521741323,1.10000009666338,
0.524,0.352515247897165,1.72413793103448,1.62053144403003,1,1,1,-0.388139521741323,1.10000009666338,
0.332,0.233927339146155,2.77777777777778,2.05865808137127,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.42,0.322789405030586,1.85185185185185,2.34305586526833,1,1,1,-0.388139521741323,1.10000009666338,
0.515,0.401135887200335,1.21951219512195,1.51042755590825,1,1,1,-0.388139521741323,1.10000009666338,
0.421,0.256066397639362,2.38095238095238,1.43966020758177,0.5,1,1,-0.388139521741323,1.10000009666338,
0.375,0.280051780926314,1.85185185185185,1.49949480909089,1,1,1,-0.388139521741323,1.10000009666338,
0.503,0.380691476132576,1.47058823529412,1.94134101024925,1,1,1,-0.388139521741323,1.10000009666338,
0.283,0.203897032837656,2.17391304347826,1.58904313821483,1,1,1,-0.388139521741323,1.10000009666338,
0.333,0.242884746330435,2.27272727272727,1.85397514641042,1,1,1,-0.388139521741323,1.10000009666338,
0.443,0.293724360583183,1.72413793103448,1.3996335618263,1,1,1,-0.388139521741323,1.10000009666338,
0.251,0.179958328509686,2.63157894736842,1.78578915081485,0.5,1,1,-0.388139521741323,1.10000009666338,
0.394,0.291633331428354,2.27272727272727,2.75369806813687,1,1,1,-0.388139521741323,1.10000009666338,
0.459,0.286015733832948,1.92307692307692,1.37918855606713,1,1,1,-0.388139521741323,1.10000009666338,
0.442,0.277962227649729,1.92307692307692,2.32743205738384,1,1,1,-0.388139521741323,1.10000009666338,
0.404,0.265267789224399,2.17391304347826,1.80752814440908,1,1,1,-0.388139521741323,1.10000009666338,
0.447,0.347056191415742,1.21951219512195,1.79412894507694,1,1,1,-0.388139521741323,1.10000009666338,
0.335,0.229836898691224,2.94117647058823,1.48452075776893,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.403,0.331080050743019,1.21951219512195,1.6000358686317,1,1,1,-0.388139521741323,1.10000009666338,
0.434,0.268001865665148,2,1.27036130006001,0.5,1,1,-0.388139521741323,1.10000009666338,
0.474,0.367774387362687,1.21951219512195,2.78379382681425,1,1,1,-0.388139521741323,1.10000009666338,
0.328,0.194966663817177,2.94117647058824,1.39430460536296,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.27,0.201633330578057,1.85185185185185,1.21720743010153,1,1,1,-0.388139521741323,1.10000009666338,
0.337,0.223651514638287,2,2.00255686821538,0.5,1,1,-0.388139521741323,1.10000009666338,
0.531,0.371959675233754,1.47058823529412,1.741386186836,1,1,1,-0.388139521741323,1.10000009666338,
0.458,0.275526768209552,2.38095238095238,1.76924779580807,0.5,1,1,-0.388139521741323,1.10000009666338,
0.436,0.286775173262959,2.77777777777778,2.28908534760764,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.325,0.21181123671798,2.94117647058823,2.19238107120148,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.529,0.319405698133268,2,1.3890036276548,0.5,1,1,-0.388139521741323,1.10000009666338,
0.433,0.339651291768484,1.85185185185185,1.85788337074932,1,1,1,-0.388139521741323,1.10000009666338,
0.34,0.220038632971576,2.94117647058823,1.70318615770984,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.276,0.201643249329106,2,1.4462877739712,0.5,1,1,-0.388139521741323,1.10000009666338,
0.399,0.277124520748345,1.72413793103448,1.47436404118976,1,1,1,-0.388139521741323,1.10000009666338,
0.528,0.399027567969934,1.47058823529412,1.89884365298894,1,1,1,-0.388139521741323,1.10000009666338,
0.554,0.334086815064588,2,1.44102258707011,0.5,1,1,-0.388139521741323,1.10000009666338,
0.372,0.232984978056526,1.92307692307692,1.85191907619196,1,1,1,-0.388139521741323,1.10000009666338,
0.429,0.337499629629426,1.51515151515151,1.50336590399062,1,1,1,-0.388139521741323,1.10000009666338,
0.399,0.280205281891687,1.72413793103448,1.67311214446317,1,1,1,-0.388139521741323,1.10000009666338,
0.289,0.169032541245761,2.94117647058824,1.79534724575923,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.515,0.403467470807747,1.21951219512195,1.6227978562353,1,1,1,-0.388139521741323,1.10000009666338,
0.383,0.238792797211306,2.77777777777778,2.31637689507097,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.248,0.151105923113556,3.84615384615385,2.41392049665405,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.36,0.221981981250731,2.38095238095238,1.29409293834049,0.5,1,1,-0.388139521741323,1.10000009666338,
0.402,0.246515719579908,1.92307692307692,1.27329222080438,1,1,1,-0.388139521741323,1.10000009666338,
0.315,0.249959996799488,1.72413793103448,1.55086641060332,1,1,1,-0.388139521741323,1.10000009666338,
0.34,0.239741527483246,2.94117647058824,1.52892681693505,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.393,0.257680034150883,2.17391304347826,1.85118989181253,1,1,1,-0.388139521741323,1.10000009666338,
0.404,0.309688553227271,1.47058823529412,1.43271473685467,1,1,1,-0.388139521741323,1.10000009666338,
0.397,0.293603474093887,1.72413793103448,1.67950329989967,1,1,1,-0.388139521741323,1.10000009666338,
0.465,0.346756398643197,1.47058823529412,1.32024258761144,1,1,1,-0.388139521741323,1.10000009666338,
0.411,0.258069758011279,2.38095238095238,2.59201460089183,0.5,1,1,-0.388139521741323,1.10000009666338,
0.369,0.237442624648566,2,1.29069751534789,0.5,1,1,-0.388139521741323,1.10000009666338,
0.478,0.319213094969489,1.72413793103448,1.70692527814805,1,1,1,-0.388139521741323,1.10000009666338,
0.361,0.285445266207026,1.85185185185185,2.31341966704146,1,1,1,-0.388139521741323,1.10000009666338,
0.378,0.305529049355376,1.51515151515151,1.54910670162174,1,1,1,-0.388139521741323,1.10000009666338,
0.438,0.273054939526829,2,1.50408908592368,0.5,1,1,-0.388139521741323,1.10000009666338,
0.417,0.274885430679765,2,1.51656215296447,0.5,1,1,-0.388139521741323,1.10000009666338,
0.518,0.311748295905527,2,1.41854462514008,0.5,1,1,-0.388139521741323,1.10000009666338,
0.364,0.244732507035743,1.72413793103448,1.21936218393989,1,1,1,-0.388139521741323,1.10000009666338,
0.393,0.257324697609849,1.72413793103448,1.42377017084363,1,1,1,-0.388139521741323,1.10000009666338,
0.372,0.270401553249977,1.47058823529412,1.2804526928056,1,1,1,-0.388139521741323,1.10000009666338,
0.347,0.211832480984385,2.94117647058823,1.94385224128104,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.339,0.254750858683538,1.85185185185185,1.33920696158292,1,1,1,-0.388139521741323,1.10000009666338,
0.415,0.252027776246984,2,1.62438080510705,0.5,1,1,-0.388139521741323,1.10000009666338,
0.278,0.205496958614963,2.38095238095238,2.32057217463389,0.5,1,1,-0.388139521741323,1.10000009666338,
0.396,0.292285819019671,1.85185185185185,1.49238746523533,1,1,1,-0.388139521741323,1.10000009666338,
0.425,0.264960374395871,1.92307692307692,1.41354629661592,1,1,1,-0.388139521741323,1.10000009666338,
0.353,0.261013409617207,1.21951219512195,1.16799753797454,1,1,1,-0.388139521741323,1.10000009666338,
0.411,0.32110745864897,1.47058823529412,2.59560845790936,1,1,1,-0.388139521741323,1.10000009666338,
0.387,0.22625428172744,2.77777777777778,3.42163431322932,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.461,0.285208695519614,1.92307692307692,1.9572703388801,1,1,1,-0.388139521741323,1.10000009666338,
0.39,0.260053840579215,2.17391304347826,1.64089122815752,1,1,1,-0.388139521741323,1.10000009666338,
0.282,0.169908799065852,2.77777777777778,2.45582884151058,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.291,0.225982300191851,2.27272727272727,1.99711256053507,1,1,1,-0.388139521741323,1.10000009666338,
0.542,0.324616697044376,2,1.65842173003279,0.5,1,1,-0.388139521741323,1.10000009666338,
0.429,0.296615913261578,1.85185185185185,1.76138455026759,1,1,1,-0.388139521741323,1.10000009666338,
0.587,0.34813072257415,2,1.8142685114281,0.5,1,1,-0.388139521741323,1.10000009666338,
0.421,0.326593018908855,1.21951219512195,1.33298812019989,1,1,1,-0.388139521741323,1.10000009666338,
0.413,0.299603070745278,1.92307692307692,1.46476015363419,1,1,1,-0.388139521741323,1.10000009666338,
0.397,0.328188969954811,1.92307692307692,2.06766684342519,1,1,1,-0.388139521741323,1.10000009666338,
0.486,0.320189006681991,1.92307692307692,1.91378371725204,1,1,1,-0.388139521741323,1.10000009666338,
0.401,0.320146841308797,1.51515151515151,1.8574416870052,1,1,1,-0.388139521741323,1.10000009666338,
0.234,0.158420326978579,4.16666666666667,2.38022541895391,0.263888888888889,1,1,-0.388139521741323,1.10000009666338,
0.417,0.319394740094448,1.47058823529412,2.25128246888621,1,1,1,-0.388139521741323,1.10000009666338,
0.33,0.219895429693298,3.125,2.07735010208852,0.65,1,1,-0.388139521741323,1.10000009666338,
0.472,0.291528729287527,1.92307692307692,1.83291215391476,1,1,1,-0.388139521741323,1.10000009666338,
0.519,0.40060703937899,1.21951219512195,1.49923262650456,1,1,1,-0.388139521741323,1.10000009666338,
0.329,0.26373281934564,1.47058823529412,1.36200656189694,1,1,1,-0.388139521741323,1.10000009666338,
0.433,0.313719620043121,1.72413793103448,1.52630016921971,1,1,1,-0.388139521741323,1.10000009666338,
0.474,0.373004021426043,1.21951219512195,1.42989745050383,1,1,1,-0.388139521741323,1.10000009666338,
0.59,0.369341305569794,1.92307692307692,1.9360084138481,1,1,1,-0.388139521741323,1.10000009666338,
0.328,0.201024874082786,2.63157894736842,1.48472074123682,0.5,1,1,-0.388139521741323,1.10000009666338,
0.471,0.367320023957312,1.21951219512195,1.43817439230176,1,1,1,-0.388139521741323,1.10000009666338,
0.385,0.29757352032733,1.51515151515151,1.31390511002382,1,1,1,-0.388139521741323,1.10000009666338,
0.266,0.16796725871431,1.92307692307692,2.28046215452222,1,1,1,-0.388139521741323,1.10000009666338,
0.428,0.26246714080052,2.38095238095238,1.59586907458523,0.5,1,1,-0.388139521741323,1.10000009666338,
0.438,0.277497747738608,1.92307692307692,1.48253298315443,1,1,1,-0.388139521741323,1.10000009666338,
0.353,0.224488307045155,1.92307692307692,1.37855000801255,1,1,1,-0.388139521741323,1.10000009666338,
0.348,0.224846614384117,2.17391304347826,1.68104664427161,1,1,1,-0.388139521741323,1.10000009666338,
0.373,0.268663358126857,1.85185185185185,1.31503033822915,1,1,1,-0.388139521741323,1.10000009666338,
0.451,0.358064240046392,1.21951219512195,1.26096077300275,1,1,1,-0.388139521741323,1.10000009666338,
0.325,0.217287827546782,2.77777777777778,1.89732286095432,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.478,0.359253392468325,1.21951219512195,1.41759433546706,1,1,1,-0.388139521741323,1.10000009666338,
0.537,0.417261309013908,1.21951219512195,2.16650260985154,1,1,1,-0.388139521741323,1.10000009666338,
0.42,0.260088446494649,2.63157894736842,1.35377135007682,0.5,1,1,-0.388139521741323,1.10000009666338,
0.403,0.248658400220061,1.92307692307692,1.79989012470567,1,1,1,-0.388139521741323,1.10000009666338,
0.272,0.211721515203344,1.72413793103448,1.48369528820966,1,1,1,-0.388139521741323,1.10000009666338,
0.38,0.261256578864533,2.77777777777778,1.58459068908615,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.399,0.309286275156205,1.21951219512195,1.478591223163,1,1,1,-0.388139521741323,1.10000009666338,
0.258,0.194743420941504,1.72413793103448,1.20108245719231,1,1,1,-0.388139521741323,1.10000009666338,
0.345,0.27715699522112,1.85185185185185,1.82894089510885,1,1,1,-0.388139521741323,1.10000009666338,
0.406,0.313976113741157,1.47058823529412,1.4655244394513,1,1,1,-0.388139521741323,1.10000009666338,
0.378,0.278253481559531,1.47058823529412,1.47503340355616,1,1,1,-0.388139521741323,1.10000009666338,
0.338,0.205540750217566,2.94117647058823,1.98706105817894,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.482,0.380359040907404,1.51515151515151,1.37063093369549,1,1,1,-0.388139521741323,1.10000009666338,
0.405,0.317702691206732,1.85185185185185,1.5113727818412,1,1,1,-0.388139521741323,1.10000009666338,
0.434,0.292188295453463,1.72413793103448,1.46040962892886,1,1,1,-0.388139521741323,1.10000009666338,
0.377,0.254725342280661,2.17391304347826,1.77228221402376,1,1,1,-0.388139521741323,1.10000009666338,
0.37,0.248586001214871,2.17391304347826,2.14606321768881,1,1,1,-0.388139521741323,1.10000009666338,
0.425,0.272805791727375,2.38095238095238,1.77667248114677,0.5,1,1,-0.388139521741323,1.10000009666338,
0.174,0.109348068112793,2,1.60532480644028,0.5,1,1,-0.388139521741323,1.10000009666338,
0.361,0.298226424047233,1,1.20328158087442,1,1,1,-0.388139521741323,1.10000009666338,
0.329,0.256448825304387,1.21951219512195,1.40874163726323,1,1,1,-0.388139521741323,1.10000009666338,
0.211,0.12401612798342,4.16666666666667,1.74413383090612,0.263888888888889,1,1,-0.388139521741323,1.10000009666338,
0.495,0.326064410814796,1.72413793103448,1.52465856493445,1,1,1,-0.388139521741323,1.10000009666338,
0.442,0.326452140443282,1.21951219512195,1.39461920268347,1,1,1,-0.388139521741323,1.10000009666338,
0.609,0.370054050106197,1.92307692307692,1.95471777175294,1,1,1,-0.388139521741323,1.10000009666338,
0.304,0.215905071732926,1.92307692307692,1.73765907365302,1,1,1,-0.388139521741323,1.10000009666338,
0.439,0.317474408417435,1.47058823529412,1.28933442906704,1,1,1,-0.388139521741323,1.10000009666338,
0.366,0.230073901170906,1.72413793103448,1.17576165624535,1,1,1,-0.388139521741323,1.10000009666338,
0.492,0.292405540303189,2,1.49315075234584,0.5,1,1,-0.388139521741323,1.10000009666338,
0.332,0.232963516456977,1.72413793103448,1.2215011542092,1,1,1,-0.388139521741323,1.10000009666338,
0.423,0.259133170396999,2.38095238095238,1.46313955957723,0.5,1,1,-0.388139521741323,1.10000009666338,
0.537,0.329651330954389,1.92307692307692,2.30840525761736,1,1,1,-0.388139521741323,1.10000009666338,
0.451,0.354725245788906,1,1.13807842252283,1,1,1,-0.388139521741323,1.10000009666338,
0.316,0.195892827842165,2.94117647058823,1.7838644704382,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.456,0.351838030917637,1.51515151515151,1.56613134562269,1,1,1,-0.388139521741323,1.10000009666338,
0.358,0.278786656782566,1.51515151515151,1.41869433203818,1,1,1,-0.388139521741323,1.10000009666338,
0.29,0.208892316756744,1.72413793103448,1.67059434580664,1,1,1,-0.388139521741323,1.10000009666338,
0.251,0.17942965195307,2.27272727272727,1.25373223902227,1,1,1,-0.388139521741323,1.10000009666338,
0.527,0.407926463961337,1,1.5712301380702,1,1,1,-0.388139521741323,1.10000009666338,
0.546,0.427626004821971,1,1.83795541178387,1,1,1,-0.388139521741323,1.10000009666338,
0.443,0.286841419603237,2.63157894736842,1.86749016443996,0.5,1,1,-0.388139521741323,1.10000009666338,
0.198,0.124779806058513,3.84615384615385,1.93942153275853,0.319444444444444,1,1,-0.388139521741323,1.10000009666338,
0.272,0.212103748198847,2.5,1.4774219529299,1,1,1,-0.388139521741323,1.10000009666338,
0.283,0.222177856682434,1.72413793103448,2.53136672340577,1,1,1,-0.388139521741323,1.10000009666338,
0.386,0.264571351434731,2.17391304347826,1.48555348771926,1,1,1,-0.388139521741323,1.10000009666338,
0.366,0.22029071700823,2.38095238095238,2.00759919090425,0.5,1,1,-0.388139521741323,1.10000009666338,
0.294,0.167874953462391,4.16666666666667,2.0526844414177,0.263888888888889,1,1,-0.388139521741323,1.10000009666338,
0.459,0.274215243923455,1.92307692307692,1.36944568478634,1,1,1,-0.388139521741323,1.10000009666338,
0.289,0.200773504228023,2.63157894736842,1.59637952682627,0.5,1,1,-0.388139521741323,1.10000009666338,
0.229,0.171577970613946,1.72413793103448,1.34524562232098,1,1,1,-0.388139521741323,1.10000009666338,
0.291,0.20214103987068,1.72413793103448,1.62779121479872,1,1,1,-0.388139521741323,1.10000009666338,
0.318,0.214350180779023,3.84615384615385,2.50708525628447,0.319444444444444,1,1,-0.388139521741323,1.10000009666338,
0.308,0.212955394390469,2.17391304347826,2.68508409581999,1,1,1,-0.388139521741323,1.10000009666338,
0.277,0.168662384662378,3.33333333333333,2.12264028288163,0.305555555555555,1,1,-0.388139521741323,1.10000009666338,
